local_government,tax,fy_total,fy
ST. PETER,INC,53649.13,2024
ST. PETER,INC,57225.37,2025
ST. ROSE,INC,24299.4,2019
ST. ROSE,INC,39638.98,2020
ST. ROSE,INC,52350.93,2021
ST. ROSE,INC,67564.09,2022
ST. ROSE,INC,71532.88,2023
ST. ROSE,INC,76473.27,2024
ST. ROSE,INC,81572.38,2025
STANDARD,INC,18779.33,2012
STANDARD,INC,20637.43,2013
STANDARD,INC,20972.7,2014
STANDARD,INC,22563.06,2015
STANDARD,INC,22299.81,2016
STANDARD,INC,20834.1,2017
STANDARD,INC,19887.95,2018
STANDARD,INC,22745.96,2019
STANDARD,INC,21638.77,2020
STANDARD,INC,28578.15,2021
STANDARD,INC,34264.54,2022
STANDARD,INC,35065.58,2023
STANDARD,INC,37487.37,2024
STANDARD,INC,39987.55,2025
STANDARD CITY,INC,12975.54,2012
STANDARD CITY,INC,14258.63,2013
STANDARD CITY,INC,14489.86,2014
STANDARD CITY,INC,15589.2,2015
STANDARD CITY,INC,15407.43,2016
STANDARD CITY,INC,14394.35,2017
STANDARD CITY,INC,13740.58,2018
STANDARD CITY,INC,15715.53,2019
STANDARD CITY,INC,14950.59,2020
STANDARD CITY,INC,19745.12,2021
STANDARD CITY,INC,21579.12,2022
STANDARD CITY,INC,21040.17,2023
STANDARD CITY,INC,22493.26,2024
STANDARD CITY,INC,23992.47,2025
STANFORD,INC,50875.91,2012
STANFORD,INC,55909.76,2013
STANFORD,INC,56818.06,2014
STANFORD,INC,61125.51,2015
STANFORD,INC,60411.7,2016
STANFORD,INC,56440.93,2017
STANFORD,INC,53877.43,2018
STANFORD,INC,61621.13,2019
STANFORD,INC,58621.97,2020
STANFORD,INC,77421.64,2021
STANFORD,INC,91847.85,2022
STANFORD,INC,93507.55,2023
STANFORD,INC,99965.57,2024
STANFORD,INC,106630.67,2025
STARK COUNTY GOVERNMENT,INC,194798.55,2012
STARK COUNTY GOVERNMENT,INC,214069.53,2013
STARK COUNTY GOVERNMENT,INC,217545.73,2014
STARK COUNTY GOVERNMENT,INC,234042.7,2015
STARK COUNTY GOVERNMENT,INC,231309.08,2016
STARK COUNTY GOVERNMENT,INC,216104.21,2017
STARK COUNTY GOVERNMENT,INC,206289,2018
STARK COUNTY GOVERNMENT,INC,235937.43,2019
STARK COUNTY GOVERNMENT,INC,224453.74,2020
STARK COUNTY GOVERNMENT,INC,296434.45,2021
STARK COUNTY GOVERNMENT,INC,328491.51,2022
STARK COUNTY GOVERNMENT,INC,322758.65,2023
STARK COUNTY GOVERNMENT,INC,345049.77,2024
STARK COUNTY GOVERNMENT,INC,368056.3,2025
STAUNTON,INC,438680.08,2012
STAUNTON,INC,482079.25,2013
STAUNTON,INC,489908.28,2014
STAUNTON,INC,527056.84,2015
STAUNTON,INC,520901.63,2016
STAUNTON,INC,486660.23,2017
STAUNTON,INC,464556.79,2018
STAUNTON,INC,531325.25,2019
STAUNTON,INC,505465.15,2020
STAUNTON,INC,667564.17,2021
STAUNTON,INC,779718.54,2022
STAUNTON,INC,787648.57,2023
STAUNTON,INC,842047.02,2024
STAUNTON,INC,898192.97,2025
STEELEVILLE,INC,177811.06,2012
STEELEVILLE,INC,195402.01,2013
STEELEVILLE,INC,198575.32,2014
STEELEVILLE,INC,213633.3,2015
STEELEVILLE,INC,211138.28,2016
STEELEVILLE,INC,197258.89,2017
STEELEVILLE,INC,188299.55,2018
STEELEVILLE,INC,215362.77,2019
STEELEVILLE,INC,204880.6,2020
STEELEVILLE,INC,270584.3,2021
STEELEVILLE,INC,303901.78,2022
STEELEVILLE,INC,300784.02,2023
STEELEVILLE,INC,321557.48,2024
STEELEVILLE,INC,342997.88,2025
STEGER,INC,816923.71,2012
STEGER,INC,897742.27,2013
STEGER,INC,912321.29,2014
STEGER,INC,981501.43,2015
STEGER,INC,970039.31,2016
STEGER,INC,906273.88,2017
STEGER,INC,865111.8,2018
STEGER,INC,989449.37,2019
STEGER,INC,941291.33,2020
STEGER,INC,1243156.68,2021
STEGER,INC,1469662.98,2022
STEGER,INC,1493634.53,2023
STEGER,INC,1596791.5,2024
STEGER,INC,1703261.72,2025
STEPHENSON COUNTY GOVERNMENT,INC,1222909.2,2012
STEPHENSON COUNTY GOVERNMENT,INC,1343892.77,2013
STEPHENSON COUNTY GOVERNMENT,INC,1365717.62,2014
STEPHENSON COUNTY GOVERNMENT,INC,1469278.41,2015
STEPHENSON COUNTY GOVERNMENT,INC,1452119.57,2016
STEPHENSON COUNTY GOVERNMENT,INC,1356664.59,2017
STEPHENSON COUNTY GOVERNMENT,INC,1295046.3,2018
STEPHENSON COUNTY GOVERNMENT,INC,1481175.59,2019
STEPHENSON COUNTY GOVERNMENT,INC,1409084.32,2020
STEPHENSON COUNTY GOVERNMENT,INC,1860967.52,2021
STEPHENSON COUNTY GOVERNMENT,INC,2107755.59,2022
STEPHENSON COUNTY GOVERNMENT,INC,2095514.08,2023
STEPHENSON COUNTY GOVERNMENT,INC,2240239.44,2024
STEPHENSON COUNTY GOVERNMENT,INC,2389612.86,2025
STERLING,INC,1312027.21,2012
STERLING,INC,1441827.67,2013
STERLING,INC,1465243.17,2014
STERLING,INC,1576351.41,2015
STERLING,INC,1557942.41,2016
STERLING,INC,1455530.81,2017
STERLING,INC,1389421.85,2018
STERLING,INC,1589116.25,2019
STERLING,INC,1511771.57,2020
STERLING,INC,1996585.81,2021
STERLING,INC,2295992,2022
STERLING,INC,2300919.57,2023
STERLING,INC,2459831.13,2024
STERLING,INC,2623847.55,2025
STEWARD,INC,21852.63,2012
STEWARD,INC,24014.82,2013
STEWARD,INC,24404.9,2014
STEWARD,INC,26255.27,2015
STEWARD,INC,25949.08,2016
STEWARD,INC,24243.04,2017
STEWARD,INC,23141.9,2018
STEWARD,INC,26468.01,2019
STEWARD,INC,25179.78,2020
STEWARD,INC,33254.76,2021
STEWARD,INC,36509.71,2022
STEWARD,INC,35688.57,2023
STEWARD,INC,38153.37,2024
STEWARD,INC,40698.09,2025
STEWARDSON,INC,62656.53,2012
STEWARDSON,INC,68855.23,2013
STEWARDSON,INC,69973.44,2014
STEWARDSON,INC,75279.29,2015
STEWARDSON,INC,74399.97,2016
STEWARDSON,INC,69509.12,2017
STEWARDSON,INC,66352.36,2018
STEWARDSON,INC,75888.55,2019
STEWARDSON,INC,72194.66,2020
STEWARDSON,INC,95346.94,2021
STEWARDSON,INC,111278.22,2022
STEWARDSON,INC,112365.2,2023
STEWARDSON,INC,120125.64,2024
STEWARDSON,INC,128135.5,2025
STICKNEY,INC,579273.13,2012
STICKNEY,INC,636580.75,2013
STICKNEY,INC,646918.6,2014
STICKNEY,INC,695973.87,2015
STICKNEY,INC,687846.21,2016
STICKNEY,INC,642630.57,2017
STICKNEY,INC,613442.81,2018
STICKNEY,INC,701609.58,2019
STICKNEY,INC,667460.8,2020
STICKNEY,INC,881510.65,2021
STICKNEY,INC,1074294.34,2022
STICKNEY,INC,1108069.01,2023
STICKNEY,INC,1184597.08,2024
STICKNEY,INC,1263583.86,2025
STILLMAN VALLEY,INC,95606.35,2012
STILLMAN VALLEY,INC,105065.19,2013
STILLMAN VALLEY,INC,106771.63,2014
STILLMAN VALLEY,INC,114867.38,2015
STILLMAN VALLEY,INC,113526.37,2016
STILLMAN VALLEY,INC,106063.32,2017
STILLMAN VALLEY,INC,101246.21,2018
STILLMAN VALLEY,INC,115797.88,2019
STILLMAN VALLEY,INC,110161.91,2020
STILLMAN VALLEY,INC,145490.05,2021
STILLMAN VALLEY,INC,167220.66,2022
STILLMAN VALLEY,INC,167534.41,2023
STILLMAN VALLEY,INC,179105.07,2024
STILLMAN VALLEY,INC,191047.54,2025
STOCKTON,INC,158945.22,2012
STOCKTON,INC,174670.29,2013
STOCKTON,INC,177507.19,2014
STOCKTON,INC,190967.35,2015
STOCKTON,INC,188736.98,2016
STOCKTON,INC,176330.55,2017
STOCKTON,INC,168321.55,2018
STOCKTON,INC,192513.06,2019
STOCKTON,INC,183143.04,2020
STOCKTON,INC,241875.67,2021
STOCKTON,INC,271941.77,2022
STOCKTON,INC,269302.65,2023
STOCKTON,INC,287901.87,2024
STOCKTON,INC,307098.43,2025
STONE PARK,INC,422205.2,2012
STONE PARK,INC,463974.26,2013
STONE PARK,INC,471509.17,2014
STONE PARK,INC,507263.26,2015
STONE PARK,INC,501339.36,2016
STONE PARK,INC,468383.57,2017
STONE PARK,INC,447109.78,2018
STONE PARK,INC,511370.46,2019
STONE PARK,INC,486480.88,2020
STONE PARK,INC,642491.81,2021
STONE PARK,INC,720915.82,2022
STONE PARK,INC,713154.47,2023
STONE PARK,INC,762408.01,2024
STONE PARK,INC,813243.21,2025
STONEFORT,INC,25353.07,2012
STONEFORT,INC,27860.84,2013
STONEFORT,INC,28313.02,2014
STONEFORT,INC,30460.09,2015
STONEFORT,INC,30104.83,2016
STONEFORT,INC,28125.81,2017
STONEFORT,INC,26848.06,2018
STONEFORT,INC,30707,2019
STONEFORT,INC,29212.19,2020
STONEFORT,INC,38580.34,2021
STONEFORT,INC,38088.29,2022
STONEFORT,INC,34909.82,2023
STONEFORT,INC,37320.88,2024
STONEFORT,INC,39808.49,2025
STONINGTON,INC,79558.59,2012
STONINGTON,INC,87428.85,2013
STONINGTON,INC,88848.44,2014
STONINGTON,INC,95586.25,2015
STONINGTON,INC,94469.71,2016
STONINGTON,INC,88260.02,2017
STONINGTON,INC,84251.11,2018
STONINGTON,INC,96360.09,2019
STONINGTON,INC,91670.3,2020
STONINGTON,INC,121068.3,2021
STONINGTON,INC,133256.92,2022
STONINGTON,INC,130444.11,2023
STONINGTON,INC,139453.16,2024
STONINGTON,INC,148750.72,2025
STOY,INC,8878.17,2012
STOY,INC,9755.86,2013
STOY,INC,9913.93,2014
STOY,INC,10666.27,2015
STOY,INC,10541.64,2016
STOY,INC,9848.83,2017
STOY,INC,9401.43,2018
STOY,INC,10752.69,2019
STOY,INC,10229.21,2020
STOY,INC,13509.65,2021
STOY,INC,16365.02,2022
STOY,INC,16830.93,2023
STOY,INC,17993.34,2024
STOY,INC,19193.25,2025
STRASBURG,INC,39864.17,2012
STRASBURG,INC,43808.48,2013
STRASBURG,INC,44520.16,2014
STRASBURG,INC,47895.61,2015
STRASBURG,INC,47336.8,2016
STRASBURG,INC,44224.76,2017
STRASBURG,INC,42216.01,2018
STRASBURG,INC,48283.28,2019
STRASBURG,INC,45933.31,2020
STRASBURG,INC,60663.78,2021
STRASBURG,INC,78202.71,2022
STRASBURG,INC,82754.83,2023
STRASBURG,INC,88470.26,2024
STRASBURG,INC,94368.42,2025
STRAWN,INC,8536.47,2012
STRAWN,INC,9381.08,2013
STRAWN,INC,9533.46,2014
STRAWN,INC,10255.59,2015
STRAWN,INC,10135.69,2016
STRAWN,INC,9469.97,2017
STRAWN,INC,9039.79,2018
STRAWN,INC,10338.79,2019
STRAWN,INC,9835.33,2020
STRAWN,INC,12989.47,2021
STRAWN,INC,15444.27,2022
STRAWN,INC,15740.66,2023
STRAWN,INC,16827.79,2024
STRAWN,INC,17949.81,2025
STREAMWOOD,INC,3402394.33,2012
STREAMWOOD,INC,3738996.17,2013
STREAMWOOD,INC,3799717.38,2014
STREAMWOOD,INC,4087847.19,2015
STREAMWOOD,INC,4040107.96,2016
STREAMWOOD,INC,3774531.05,2017
STREAMWOOD,INC,3603095.63,2018
STREAMWOOD,INC,4120948.65,2019
STREAMWOOD,INC,3920375.35,2020
STREAMWOOD,INC,5177611.49,2021
STREAMWOOD,INC,6086230.57,2022
STREAMWOOD,INC,6167945.1,2023
STREAMWOOD,INC,6593930.34,2024
STREAMWOOD,INC,7033595,2025
STREATOR,INC,1170325.8,2012
STREATOR,INC,1286107.32,2013
STREATOR,INC,1306993.77,2014
STREATOR,INC,1406101,2015
STREATOR,INC,1389679.8,2016
STREATOR,INC,1298329.49,2017
STREATOR,INC,1239360.86,2018
STREATOR,INC,1417487.1,2019
STREATOR,INC,1348495.51,2020
STREATOR,INC,1780948.31,2021
STREATOR,INC,1979447.21,2022
STREATOR,INC,1948083.31,2023
STREATOR,INC,2082626.47,2024
STREATOR,INC,2221489.68,2025
STRONGHURST,INC,75375.8,2012
STRONGHURST,INC,82832.19,2013
STRONGHURST,INC,84177.05,2014
STRONGHURST,INC,90560.47,2015
STRONGHURST,INC,89502.97,2016
STRONGHURST,INC,83619.63,2017
STRONGHURST,INC,79821.64,2018
STRONGHURST,INC,91293.77,2019
STRONGHURST,INC,86850.16,2020
STRONGHURST,INC,114702.36,2021
STRONGHURST,INC,130348.63,2022
STRONGHURST,INC,129821.1,2023
STRONGHURST,INC,138787.12,2024
STRONGHURST,INC,148040.16,2025
SUBLETTE,INC,38327.53,2012
SUBLETTE,INC,42119.8,2013
SUBLETTE,INC,42804.09,2014
SUBLETTE,INC,46049.7,2015
SUBLETTE,INC,45511.32,2016
SUBLETTE,INC,42520,2017
SUBLETTE,INC,40589.07,2018
SUBLETTE,INC,46422.31,2019
SUBLETTE,INC,44162.8,2020
SUBLETTE,INC,58325.48,2021
SUBLETTE,INC,61818.42,2022
SUBLETTE,INC,59222.7,2023
SUBLETTE,INC,63312.87,2024
SUBLETTE,INC,67533.58,2025
SUGAR GROVE,INC,768010.51,2012
SUGAR GROVE,INC,843990.17,2013
SUGAR GROVE,INC,857696.38,2014
SUGAR GROVE,INC,922734.69,2015
SUGAR GROVE,INC,911958.82,2016
SUGAR GROVE,INC,852011.09,2017
SUGAR GROVE,INC,813313.67,2018
SUGAR GROVE,INC,930207,2019
SUGAR GROVE,INC,884932.54,2020
SUGAR GROVE,INC,1168724.04,2021
SUGAR GROVE,INC,1409102.36,2022
SUGAR GROVE,INC,1445945.31,2023
SUGAR GROVE,INC,1545808.6,2024
SUGAR GROVE,INC,1648879.39,2025
SULLIVAN,INC,379011.41,2012
SULLIVAN,INC,416507.52,2013
SULLIVAN,INC,423271.72,2014
SULLIVAN,INC,455367.93,2015
SULLIVAN,INC,450049.78,2016
SULLIVAN,INC,420465.6,2017
SULLIVAN,INC,401368.58,2018
SULLIVAN,INC,459054.44,2019
SULLIVAN,INC,436711.49,2020
SULLIVAN,INC,576761.69,2021
SULLIVAN,INC,678418.69,2022
SULLIVAN,INC,687751.33,2023
SULLIVAN,INC,735250.45,2024
SULLIVAN,INC,784274.6,2025
SUMMERFIELD,INC,38498.39,2012
SUMMERFIELD,INC,42307.56,2013
SUMMERFIELD,INC,42994.91,2014
SUMMERFIELD,INC,46255.03,2015
SUMMERFIELD,INC,45714.29,2016
SUMMERFIELD,INC,42709.43,2017
SUMMERFIELD,INC,40769.69,2018
SUMMERFIELD,INC,46628.89,2019
SUMMERFIELD,INC,44359.09,2020
SUMMERFIELD,INC,58584.73,2021
SUMMERFIELD,INC,58539.49,2022
SUMMERFIELD,INC,54078.96,2023
SUMMERFIELD,INC,57813.91,2024
SUMMERFIELD,INC,61668.57,2025
SUMMIT,INC,943601.5,2012
SUMMIT,INC,1036953.21,2013
SUMMIT,INC,1053793.52,2014
SUMMIT,INC,1133701.17,2015
SUMMIT,INC,1120461.42,2016
SUMMIT,INC,1046807.88,2017
SUMMIT,INC,999262.93,2018
SUMMIT,INC,1142881.88,2019
SUMMIT,INC,1087256.12,2020
SUMMIT,INC,1435931.34,2021
SUMMIT,INC,1706864.77,2022
SUMMIT,INC,1739405.12,2023
SUMMIT,INC,1859536.02,2024
SUMMIT,INC,1983525.16,2025
SUMNER,INC,270942.13,2012
SUMNER,INC,297746.23,2013
SUMNER,INC,302581.39,2014
SUMNER,INC,325525.88,2015
SUMNER,INC,321724.51,2016
SUMNER,INC,300576.32,2017
SUMNER,INC,286924.21,2018
SUMNER,INC,328162.48,2019
SUMNER,INC,312190.42,2020
SUMNER,INC,412307.63,2021
SUMNER,INC,431335.44,2022
SUMNER,INC,410032.22,2023
SUMNER,INC,438350.84,2024
SUMNER,INC,467579.9,2025
SUN RIVER TERRACE,INC,45072.13,2012
SUN RIVER TERRACE,INC,49530.96,2013
SUN RIVER TERRACE,INC,50335.24,2014
SUN RIVER TERRACE,INC,54152.07,2015
SUN RIVER TERRACE,INC,53519.68,2016
SUN RIVER TERRACE,INC,50001.3,2017
SUN RIVER TERRACE,INC,47730.37,2018
SUN RIVER TERRACE,INC,54590.51,2019
SUN RIVER TERRACE,INC,51933.79,2020
SUN RIVER TERRACE,INC,68588.6,2021
SUN RIVER TERRACE,INC,73528.39,2022
SUN RIVER TERRACE,INC,70909.91,2023
SUN RIVER TERRACE,INC,75807.24,2024
SUN RIVER TERRACE,INC,80861.83,2025
SWANSEA,INC,1146423.93,2012
SWANSEA,INC,1259840.53,2013
SWANSEA,INC,1280300.24,2014
SWANSEA,INC,1377384.13,2015
SWANSEA,INC,1361298.56,2016
SWANSEA,INC,1271813.55,2017
SWANSEA,INC,1214049.21,2018
SWANSEA,INC,1388537.54,2019
SWANSEA,INC,1320955.05,2020
SWANSEA,INC,1744575.82,2021
SWANSEA,INC,2158352.82,2022
SWANSEA,INC,2242010.36,2023
SWANSEA,INC,2396853.38,2024
SWANSEA,INC,2556669.92,2025
SYCAMORE,INC,1495472.31,2012
SYCAMORE,INC,1643421.14,2013
SYCAMORE,INC,1670110.55,2014
SYCAMORE,INC,1796753.25,2015
SYCAMORE,INC,1775769.72,2016
SYCAMORE,INC,1659039.74,2017
SYCAMORE,INC,1583687.89,2018
SYCAMORE,INC,1811302.92,2019
SYCAMORE,INC,1723144.03,2020
SYCAMORE,INC,2275743.91,2021
SYCAMORE,INC,2796135.03,2022
SYCAMORE,INC,2895163.37,2023
SYCAMORE,INC,3095115.99,2024
SYCAMORE,INC,3301489.9,2025
SYMERTON,INC,7426.96,2012
SYMERTON,INC,8161.81,2013
SYMERTON,INC,8294.37,2014
SYMERTON,INC,8922.66,2015
SYMERTON,INC,8818.97,2016
SYMERTON,INC,8238.91,2017
SYMERTON,INC,7864.52,2018
SYMERTON,INC,8995.24,2019
SYMERTON,INC,8557.49,2020
SYMERTON,INC,11301.81,2021
SYMERTON,INC,17547,2022
SYMERTON,INC,19947.93,2023
SYMERTON,INC,21325.59,2024
SYMERTON,INC,22748.29,2025
TABLE GROVE,INC,35510.52,2012
TABLE GROVE,INC,39024.06,2013
TABLE GROVE,INC,39658.04,2014
TABLE GROVE,INC,42664.66,2015
TABLE GROVE,INC,42166.54,2016
TABLE GROVE,INC,39395.3,2017
TABLE GROVE,INC,37605.8,2018
TABLE GROVE,INC,43010.4,2019
TABLE GROVE,INC,40916.85,2020
TABLE GROVE,INC,54038.57,2021
TABLE GROVE,INC,57369.2,2022
TABLE GROVE,INC,55013.48,2023
TABLE GROVE,INC,58812.96,2024
TABLE GROVE,INC,62734.4,2025
TALLULA,INC,41657.13,2012
TALLULA,INC,45778.06,2013
TALLULA,INC,46521.38,2014
TALLULA,INC,50049.89,2015
TALLULA,INC,49465.43,2016
TALLULA,INC,46213.66,2017
TALLULA,INC,44114.34,2018
TALLULA,INC,50454.69,2019
TALLULA,INC,47998.9,2020
TALLULA,INC,63391.79,2021
TALLULA,INC,69337.49,2022
TALLULA,INC,67637.16,2023
TALLULA,INC,72308.49,2024
TALLULA,INC,77130.57,2025
TAMAROA,INC,54461.81,2012
TAMAROA,INC,59849.67,2013
TAMAROA,INC,60821.56,2014
TAMAROA,INC,65433.05,2015
TAMAROA,INC,64668.96,2016
TAMAROA,INC,60418.15,2017
TAMAROA,INC,57674.09,2018
TAMAROA,INC,65963.44,2019
TAMAROA,INC,62753.17,2020
TAMAROA,INC,82877.67,2021
TAMAROA,INC,88254.4,2022
TAMAROA,INC,84781.57,2023
TAMAROA,INC,90636.98,2024
TAMAROA,INC,96679.83,2025
TAMMS,INC,53949.23,2012
TAMMS,INC,59286.38,2013
TAMMS,INC,60249.17,2014
TAMMS,INC,64818.37,2015
TAMMS,INC,64061.34,2016
TAMMS,INC,59850.12,2017
TAMMS,INC,57131.76,2018
TAMMS,INC,65343.17,2019
TAMMS,INC,62163.02,2020
TAMMS,INC,82098.23,2021
TAMMS,INC,76270.85,2022
TAMMS,INC,67014.17,2023
TAMMS,INC,71642.46,2024
TAMMS,INC,76420.02,2025
TAMPICO,INC,67436.25,2012
TAMPICO,INC,74107.83,2013
TAMPICO,INC,75311.47,2014
TAMPICO,INC,81022.88,2015
TAMPICO,INC,80076.37,2016
TAMPICO,INC,74812.46,2017
TAMPICO,INC,71414.65,2018
TAMPICO,INC,81679.04,2019
TAMPICO,INC,77703.76,2020
TAMPICO,INC,102622.81,2021
TAMPICO,INC,110857.16,2022
TAMPICO,INC,107379.22,2023
TAMPICO,INC,114795.31,2024
TAMPICO,INC,122448.81,2025
TAYLOR SPRINGS,INC,58900.89,2012
TAYLOR SPRINGS,INC,64727.98,2013
TAYLOR SPRINGS,INC,65779.1,2014
TAYLOR SPRINGS,INC,70766.21,2015
TAYLOR SPRINGS,INC,69939.76,2016
TAYLOR SPRINGS,INC,65342.54,2017
TAYLOR SPRINGS,INC,62374.86,2018
TAYLOR SPRINGS,INC,71339.68,2019
TAYLOR SPRINGS,INC,67867.14,2020
TAYLOR SPRINGS,INC,89631.65,2021
TAYLOR SPRINGS,INC,109341.9,2022
TAYLOR SPRINGS,INC,112832.44,2023
TAYLOR SPRINGS,INC,120625.12,2024
TAYLOR SPRINGS,INC,128668.41,2025
TAYLORVILLE,INC,959990.96,2012
TAYLORVILLE,INC,1054963.55,2013
TAYLORVILLE,INC,1072096.05,2014
TAYLORVILLE,INC,1153392.56,2015
TAYLORVILLE,INC,1139923.11,2016
TAYLORVILLE,INC,1064990,2017
TAYLORVILLE,INC,1016619.21,2018
TAYLORVILLE,INC,1162732.35,2019
TAYLORVILLE,INC,1106140.34,2020
TAYLORVILLE,INC,1460871.58,2021
TAYLORVILLE,INC,1649562.84,2022
TAYLORVILLE,INC,1637325.37,2023
TAYLORVILLE,INC,1750406.2,2024
TAYLORVILLE,INC,1867119.17,2025
TAZEWELL COUNTY GOVERNMENT,INC,2184009.66,2012
TAZEWELL COUNTY GOVERNMENT,INC,2400075.59,2013
TAZEWELL COUNTY GOVERNMENT,INC,2439052.76,2014
TAZEWELL COUNTY GOVERNMENT,INC,2624004.6,2015
TAZEWELL COUNTY GOVERNMENT,INC,2593360.7,2016
TAZEWELL COUNTY GOVERNMENT,INC,2422885.85,2017
TAZEWELL COUNTY GOVERNMENT,INC,2312840.61,2018
TAZEWELL COUNTY GOVERNMENT,INC,2645252.56,2019
TAZEWELL COUNTY GOVERNMENT,INC,2516503.77,2020
TAZEWELL COUNTY GOVERNMENT,INC,3323528.43,2021
TAZEWELL COUNTY GOVERNMENT,INC,3808581.81,2022
TAZEWELL COUNTY GOVERNMENT,INC,3809827.58,2023
TAZEWELL COUNTY GOVERNMENT,INC,4072950.9,2024
TAZEWELL COUNTY GOVERNMENT,INC,4344524.72,2025
TENNESSEE,INC,9816.8,2012
TENNESSEE,INC,10788.14,2013
TENNESSEE,INC,10963.36,2014
TENNESSEE,INC,11794.34,2015
TENNESSEE,INC,11656.7,2016
TENNESSEE,INC,10890.28,2017
TENNESSEE,INC,10395.99,2018
TENNESSEE,INC,11889.72,2019
TENNESSEE,INC,11310.78,2020
TENNESSEE,INC,14938.05,2021
TENNESSEE,INC,16209.14,2022
TENNESSEE,INC,15740.66,2023
TENNESSEE,INC,16827.79,2024
TENNESSEE,INC,17949.81,2025
TEUTOPOLIS,INC,130605.35,2012
TEUTOPOLIS,INC,143526.39,2013
TEUTOPOLIS,INC,145857.29,2014
TEUTOPOLIS,INC,156917.34,2015
TEUTOPOLIS,INC,155084.93,2016
TEUTOPOLIS,INC,144890.1,2017
TEUTOPOLIS,INC,138309.36,2018
TEUTOPOLIS,INC,158188.06,2019
TEUTOPOLIS,INC,150488.57,2020
TEUTOPOLIS,INC,198749.18,2021
TEUTOPOLIS,INC,243746.57,2022
TEUTOPOLIS,INC,252160.24,2023
TEUTOPOLIS,INC,269575.51,2024
TEUTOPOLIS,INC,287549.72,2025
THAWVILLE,INC,20572.27,2012
THAWVILLE,INC,22607.77,2013
THAWVILLE,INC,22975.09,2014
THAWVILLE,INC,24717.35,2015
THAWVILLE,INC,24428.44,2016
THAWVILLE,INC,22822.42,2017
THAWVILLE,INC,21785.85,2018
THAWVILLE,INC,24917.15,2019
THAWVILLE,INC,23704.36,2020
THAWVILLE,INC,31306.18,2021
THAWVILLE,INC,34310.39,2022
THAWVILLE,INC,33506.09,2023
THAWVILLE,INC,35820.18,2024
THAWVILLE,INC,38208.88,2025
THAYER,INC,59156.1,2012
THAYER,INC,65008.44,2013
THAYER,INC,66064.18,2014
THAYER,INC,71074.2,2015
THAYER,INC,70244.26,2016
THAYER,INC,65626.61,2017
THAYER,INC,62645.95,2018
THAYER,INC,71649.8,2019
THAYER,INC,68162.23,2020
THAYER,INC,90021.38,2021
THAYER,INC,100071.94,2022
THAYER,INC,98495.5,2023
THAYER,INC,105298.03,2024
THAYER,INC,112318.21,2025
THEBES,INC,37218.02,2012
THEBES,INC,40900.52,2013
THEBES,INC,41565,2014
THEBES,INC,44716.76,2015
THEBES,INC,44194.6,2016
THEBES,INC,41288.71,2017
THEBES,INC,39413.42,2018
THEBES,INC,45078.8,2019
THEBES,INC,42884.93,2020
THEBES,INC,56637.81,2021
THEBES,INC,43537.22,2022
THEBES,INC,32415.84,2023
THEBES,INC,34654.63,2024
THEBES,INC,36965.41,2025
THIRD LAKE,INC,100898.63,2012
THIRD LAKE,INC,110881.12,2013
THIRD LAKE,INC,112682.13,2014
THIRD LAKE,INC,121226.54,2015
THIRD LAKE,INC,119810.78,2016
THIRD LAKE,INC,111934.76,2017
THIRD LAKE,INC,106850.85,2018
THIRD LAKE,INC,122208.1,2019
THIRD LAKE,INC,116259.93,2020
THIRD LAKE,INC,153543.65,2021
THIRD LAKE,INC,174069.76,2022
THIRD LAKE,INC,173145.38,2023
THIRD LAKE,INC,185103.57,2024
THIRD LAKE,INC,197445.49,2025
THOMASBORO,INC,96118.93,2012
THOMASBORO,INC,105627.72,2013
THOMASBORO,INC,107342.95,2014
THOMASBORO,INC,115482.94,2015
THOMASBORO,INC,114134.37,2016
THOMASBORO,INC,106631.71,2017
THOMASBORO,INC,101788.34,2018
THOMASBORO,INC,116418.12,2019
THOMASBORO,INC,110752.09,2020
THOMASBORO,INC,146269.48,2021
THOMASBORO,INC,163327,2022
THOMASBORO,INC,161144.68,2023
THOMASBORO,INC,172274.06,2024
THOMASBORO,INC,183761.28,2025
THOMPSONVILLE,INC,46352.5,2012
THOMPSONVILLE,INC,50937.99,2013
THOMPSONVILLE,INC,51765.09,2014
THOMPSONVILLE,INC,55689.73,2015
THOMPSONVILLE,INC,55039.41,2016
THOMPSONVILLE,INC,51421.92,2017
THOMPSONVILLE,INC,49086.16,2018
THOMPSONVILLE,INC,56141.63,2019
THOMPSONVILLE,INC,53409.22,2020
THOMPSONVILLE,INC,70537.18,2021
THOMPSONVILLE,INC,77469.23,2022
THOMPSONVILLE,INC,75742.12,2023
THOMPSONVILLE,INC,80973.18,2024
THOMPSONVILLE,INC,86371.6,2025
THOMSON,INC,50364.44,2012
THOMSON,INC,55346.9,2013
THOMSON,INC,56245.64,2014
THOMSON,INC,60510.59,2015
THOMSON,INC,59804.06,2016
THOMSON,INC,55872.65,2017
THOMSON,INC,53335.08,2018
THOMSON,INC,61000.86,2019
THOMSON,INC,58031.81,2020
THOMSON,INC,76642.18,2021
THOMSON,INC,194995.81,2022
THOMSON,INC,250912.25,2023
THOMSON,INC,268241.35,2024
THOMSON,INC,286127.92,2025
THORNTON,INC,199578.26,2012
THORNTON,INC,219322.95,2013
THORNTON,INC,222884.83,2014
THORNTON,INC,239785.88,2015
THORNTON,INC,236985.84,2016
THORNTON,INC,221407.23,2017
THORNTON,INC,211351.29,2018
